OrderID,Transaction
547504,"['12 COLOURED PARTY BALLOONS', '60 TEATIME FAIRY CAKE CASES', '72 SWEETHEART FAIRY CAKE CASES', 'CAKES AND RABBITS DESIGN FLANNEL ', 'CHILDRENS APRON APPLES DESIGN', 'CHILDRENS CUTLERY POLKADOT PINK', 'CHILDRENS CUTLERY RETROSPOT RED ', 'COFFEE MUG APPLES DESIGN', 'COFFEE MUG PEARS  DESIGN', 'JAM MAKING SET PRINTED', 'JAM MAKING SET WITH JARS', 'PACK OF 20 NAPKINS RED APPLES', 'PACK OF 20 SKULL PAPER NAPKINS', 'PACK OF 6 SKULL PAPER CUPS', 'PACK OF 6 SKULL PAPER PLATES', 'PACK OF 60 PINK PAISLEY CAKE CASES', 'PACK OF 72 RETROSPOT CAKE CASES', 'PARTY TIME DESIGN FLANNEL', 'PINK  POLKADOT CUP', 'PINK  POLKADOT PLATE ', 'PINK BLUE FELT CRAFT TRINKET BOX', 'RED RETROSPOT CUP', 'RED RETROSPOT PLATE ', 'SET OF 4 PANTRY JELLY MOULDS', 'SET OF 9 BLACK SKULL BALLOONS', 'SET OF 9 HEART SHAPED BALLOONS', 'SET20 RED RETROSPOT PAPER NAPKINS ', 'SET6 POSIES PAPER CUPS', 'SET6 RED SPOTTY PAPER CUPS', 'SET6 RED SPOTTY PAPER PLATES', 'TEA PARTY BIRTHDAY CARD', 'WRAP DOILEY DESIGN', 'WRAP GREEN PEARS ', 'WRAP RED APPLES ', 'Segment_Corporate', 'Region_Northeast']"
547508,"['DOLLY GIRL LUNCH BOX', 'LUNCH BOX I LOVE LONDON', 'PINK  HONEYCOMB PAPER BALL ', 'SET OF 72 RETROSPOT PAPER  DOILIES', 'SET10 BLUE POLKADOT PARTY CANDLES', 'SET10 PINK POLKADOT PARTY CANDLES', 'SET10 RED POLKADOT PARTY CANDLES', 'SPACEBOY LUNCH BOX ', 'Segment_Consumer', 'Region_Northeast']"
547520,"[' SPACEBOY BABY GIFT SET', 'BLACKBLUE POLKADOT UMBRELLA', 'CIRCUS PARADE LUNCH BOX ', 'DOLLY GIRL LUNCH BOX', 'FOLDING UMBRELLA BLACKBLUE POLKADOT', 'FOLDING UMBRELLA CHOCOLATE POLKADOT', 'FOLDING UMBRELLA CREAM POLKADOT', 'FOLDING UMBRELLA PINKWHITE POLKADOT', 'FOLDING UMBRELLA WHITERED POLKADOT', 'I LOVE LONDON BABY GIFT SET', 'LUNCH BAG PINK POLKADOT', 'LUNCH BAG SUKI DESIGN ', 'LUNCH BOX I LOVE LONDON', 'MEDIUM PINK BUDDHA HEAD ', 'PICNIC BOXES SET OF 3 RETROSPOT ', 'RED RETROSPOT MINI CASES', 'ROUND CONTAINER SET OF 5 RETROSPOT', 'ROUND SNACK BOXES SET OF 4 FRUITS ', 'ROUND SNACK BOXES SET OF4 WOODLAND ', 'SPACEBOY LUNCH BOX ', 'Segment_Consumer', 'Region_Northeast']"
547722,"['12 PENCIL SMALL TUBE WOODLAND', 'CHILDRENS CUTLERY POLKADOT PINK', 'CHILDRENS CUTLERY RETROSPOT RED ', 'DOCTORS BAG SOFT TOY', 'EDWARDIAN PARASOL BLACK', 'FEATHER PEN,LIGHT PINK', 'JUMBO BAG WOODLAND ANIMALS', 'LUNCH BAG RED RETROSPOT', 'LUNCH BOX WITH CUTLERY RETROSPOT ', 'RED RETROSPOT CHARLOTTE BAG', 'RETROSPOT PARTY BAG  STICKER SET', 'SET 3 PAPER VINTAGE CHICK PAPER EGG', 'SET20 RED RETROSPOT PAPER NAPKINS ', 'SET4 BADGES BALLOON GIRL', 'SET6 COLLAGE PAPER CUPS', 'SET6 COLLAGE PAPER PLATES', 'SET6 RED SPOTTY PAPER CUPS', 'SET6 RED SPOTTY PAPER PLATES', 'SPACEBOY BIRTHDAY CARD', 'TRADITIONAL KNITTING NANCY', 'WOODLAND PARTY BAG  STICKER SET', 'WORLD WAR 2 GLIDERS ASSTD DESIGNS', 'Segment_Corporate', 'Region_Northeast']"
547863,"['PACK OF 72 RETROSPOT CAKE CASES', 'RED RETROSPOT CAKE STAND', 'RED TOADSTOOL LED NIGHT LIGHT', 'REGENCY CAKESTAND 3 TIER', 'SET 3 PAPER VINTAGE CHICK PAPER EGG', 'SMALL RED RETROSPOT WINDMILL', 'WOODEN CROQUET GARDEN SET', 'Segment_Corporate', 'Region_Southeast']"
547892,"[' SET 2 TEA TOWELS I LOVE LONDON ', '36 DOILIES DOLLY GIRL', '60 CAKE CASES DOLLY GIRL DESIGN', '60 TEATIME FAIRY CAKE CASES', 'ALARM CLOCK BAKELIKE GREEN', 'ALARM CLOCK BAKELIKE ORANGE', 'ALARM CLOCK BAKELIKE RED ', 'ASSORTED EASTER DECORATIONS  BELLS', 'BAKING MOULD HEART MILK CHOCOLATE', 'BAKING MOULD HEART WHITE CHOCOLATE', 'BLACK KITCHEN SCALES', 'BLUE DINER WALL CLOCK', 'CARD I LOVE LONDON ', 'CHARLOTTE BAG DOLLY GIRL DESIGN', 'CHILDRENS CIRCUS PARADE MUG', 'CIRCUS PARADE LUNCH BOX ', 'COFFEE MUG APPLES DESIGN', 'COFFEE MUG PEARS  DESIGN', 'DOLLY GIRL LUNCH BOX', 'EASTER TIN BUNNY BOUQUET', 'FRIDGE MAGNETS US DINER ASSORTED', 'GUMBALL MAGAZINE RACK', 'IVORY DINER WALL CLOCK', 'JAM CLOCK MAGNET', 'JAM MAKING SET WITH JARS', 'JUMBO BAG STRAWBERRY', 'LONDON BUS COFFEE MUG', 'LUNCH BAG DOLLY GIRL DESIGN', 'LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG WOODLAND', 'LUNCH BOX I LOVE LONDON', 'MAGNETS PACK OF 4 CHILDHOOD MEMORY', 'MAGNETS PACK OF 4 HOME SWEET HOME', 'MAGNETS PACK OF 4 RETRO PHOTO', 'PACK OF 12 BLUE PAISLEY TISSUES ', 'PACK OF 12 LONDON TISSUES ', 'PACK OF 12 RED RETROSPOT TISSUES ', 'PACK OF 12 SPACEBOY TISSUES', 'PACK OF 12 WOODLAND TISSUES ', 'PACK OF 20 NAPKINS PANTRY DESIGN', 'PACK OF 20 NAPKINS RED APPLES', 'PACK OF 6 BIRDY GIFT TAGS', 'PACK OF 60 MUSHROOM CAKE CASES', 'PACK OF 60 PINK PAISLEY CAKE CASES', 'PACK OF 60 SPACEBOY CAKE CASES', 'PACK OF 72 RETROSPOT CAKE CASES', 'PLASTERS IN TIN CIRCUS PARADE ', 'PLASTERS IN TIN SKULLS', 'PLASTERS IN TIN SPACEBOY', 'PLASTERS IN TIN STRONGMAN', 'PLASTERS IN TIN VINTAGE PAISLEY ', 'PLASTERS IN TIN WOODLAND ANIMALS', 'QUEENS GUARD COFFEE MUG', 'RED DINER WALL CLOCK', 'REVOLVER WOODEN RULER ', 'ROUND SNACK BOXES SET OF 4 FRUITS ', 'SET OF 2 TEA TOWELS APPLE AND PEARS', 'SET OF 36 TEATIME PAPER DOILIES', 'SET OF 72 RETROSPOT PAPER  DOILIES', 'SET OF SALT AND PEPPER TOADSTOOLS', 'SMALL POPCORN HOLDER', 'SPACEBOY LUNCH BOX ', 'STRAWBERRY CHARLOTTE BAG', 'TRAVEL CARD WALLET FLOWER MEADOW', 'TRAVEL CARD WALLET PANTRY', 'TRAVEL CARD WALLET TRANSPORT', 'TRAVEL CARD WALLET UNION JACK', 'WOODLAND CHARLOTTE BAG', 'Segment_Consumer', 'Region_Northeast']"
548409,"['4 TRADITIONAL SPINNING TOPS', 'ASSORTED COLOUR BIRD ORNAMENT', 'BLUE HARMONICA IN BOX ', 'CHILDRENS APRON SPACEBOY DESIGN', 'DOLLY GIRL LUNCH BOX', 'DOORMAT RED RETROSPOT', 'DOORMAT SPOTTY HOME SWEET HOME', 'DOORMAT UNION FLAG', 'GREEN REGENCY TEACUP AND SAUCER', 'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG DOLLY GIRL DESIGN', 'LUNCH BAG RED RETROSPOT', 'LUNCH BOX WITH CUTLERY RETROSPOT ', 'MILK PAN RED RETROSPOT', 'MINI FUNKY DESIGN TAPES', 'MINI PAINT SET VINTAGE ', 'PICTURE DOMINOES', 'PLASTERS IN TIN SKULLS', 'POPPYS PLAYHOUSE BATHROOM', 'POPPYS PLAYHOUSE BEDROOM ', 'POPPYS PLAYHOUSE KITCHEN', 'POPPYS PLAYHOUSE LIVINGROOM ', 'RED  HARMONICA IN BOX ', 'RED RETROSPOT BUTTER DISH', 'RED RETROSPOT CAKE STAND', 'RED RETROSPOT CHILDRENS UMBRELLA', 'RED RETROSPOT MUG', 'RED RETROSPOT TEA CUP AND SAUCER ', 'REGENCY CAKESTAND 3 TIER', 'RETROSPOT TEA SET CERAMIC 11 PC ', 'ROSES REGENCY TEACUP AND SAUCER ', 'SPACEBOY LUNCH BOX ', 'WOODEN BOX OF DOMINOES', 'Segment_Corporate', 'Region_Northeast']"
548410,"[' SPACEBOY BABY GIFT SET', 'CIRCUS PARADE BABY GIFT SET', 'GIRAFFE WOODEN RULER', 'REVOLVER WOODEN RULER ', 'Segment_Corporate', 'Region_Northeast']"
548496,"[' SET 2 TEA TOWELS I LOVE LONDON ', 'ALARM CLOCK BAKELIKE GREEN', 'ALARM CLOCK BAKELIKE PINK', 'ALPHABET HEARTS STICKER SHEET', 'BAKING MOULD CHOCOLATE CUPCAKES', 'BALLOON PUMP WITH 10 BALLOONS', 'BREAD BIN DINER STYLE RED ', 'CHRISTMAS LIGHTS 10 REINDEER', 'HAPPY STENCIL CRAFT', 'JAM JAR WITH GREEN LID', 'JAM JAR WITH PINK LID', 'JAM MAKING SET PRINTED', 'JUMBO BAG PINK POLKADOT', 'JUMBO BAG STRAWBERRY', 'MINI PAINT SET VINTAGE ', 'MONSTERS STENCIL CRAFT', 'PACK OF 12 LONDON TISSUES ', 'PANDA AND BUNNIES STICKER SHEET', 'PANTRY ROLLING PIN', 'PINK LOVE HEART SHAPE CUP', 'PLASTERS IN TIN CIRCUS PARADE ', 'PLASTERS IN TIN SPACEBOY', 'PLASTERS IN TIN STRONGMAN', 'PLASTERS IN TIN WOODLAND ANIMALS', 'RED LOVE HEART SHAPE CUP', 'SET 2 PANTRY DESIGN TEA TOWELS', 'SET OF 20 KIDS COOKIE CUTTERS', 'SET OF 6 NATIVITY MAGNETS ', 'SET20 RED RETROSPOT PAPER NAPKINS ', 'SET6 RED SPOTTY PAPER CUPS', 'SET6 RED SPOTTY PAPER PLATES', 'SWEETIES  STICKERS', 'WATERING CAN BLUE ELEPHANT', 'WATERING CAN GREEN DINOSAUR', 'WATERING CAN PINK BUNNY', 'Segment_Consumer', 'Region_Southeast']"
548553,"['FELT EGG COSY CHICKEN', 'HANGING HEN ON NEST DECORATION', 'LADYBIRD  BEE RAFFIA FOOD COVER', 'MULTICOLOUR RABBIT EGG WARMER', 'RED RETROSPOT MUG', 'RED RETROSPOT SMALL MILK JUG', 'RETROSPOT LARGE MILK JUG', 'SET 3 PAPER VINTAGE CHICK PAPER EGG', 'WRAP DOILEY DESIGN', 'Segment_Corporate', 'Region_Northeast']"
548564,"['RED RETROSPOT MINI CASES', 'Segment_Corporate', 'Region_Southeast']"
548606,"['INFLATABLE POLITICAL GLOBE ', 'MAGNETS PACK OF 4 SWALLOWS', 'MAGNETS PACK OF 4 VINTAGE COLLAGE', 'Segment_Consumer', 'Region_Northeast']"
548737,"['6 RIBBONS RUSTIC CHARM', 'ASSORTED COLOUR MINI CASES', 'BIRD DECORATION RED RETROSPOT', 'CHERRY BLOSSOM DECORATIVE FLASK', 'EASTER TIN BUNNY BOUQUET', 'EDWARDIAN PARASOL PINK', 'GUMBALL COAT RACK', 'ICE CREAM SUNDAE LIP GLOSS', 'LUNCH BAG RED RETROSPOT', 'LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG SUKI DESIGN ', 'LUNCH BAG WOODLAND', 'LUNCH BOX WITH CUTLERY RETROSPOT ', 'PACK OF 72 RETROSPOT CAKE CASES', 'PAPER BUNTING WHITE LACE', 'RECYCLED ACAPULCO MAT GREEN', 'RED BABY BUNTING ', 'RED RETROSPOT PICNIC BAG', 'RED RETROSPOT SHOPPING BAG', 'SET OF 5 PANCAKE DAY MAGNETS', 'SET OF 9 HEART SHAPED BALLOONS', 'SET OF SALT AND PEPPER TOADSTOOLS', 'SET10 RED POLKADOT PARTY CANDLES', 'STRAWBERRY LUNCH BOX WITH CUTLERY', 'TEA PARTY BIRTHDAY CARD', 'WATERING CAN PINK BUNNY', 'Segment_Consumer', 'Region_Southeast']"
549274,"[' SPACEBOY BABY GIFT SET', '36 PENCILS TUBE RED RETROSPOT', '36 PENCILS TUBE WOODLAND', 'CHILDRENS GARDEN GLOVES BLUE', 'CHILDS BREAKFAST SET SPACEBOY ', 'CHILDS GARDEN BRUSH BLUE', 'CHILDS GARDEN BRUSH PINK', 'CHILDS GARDEN RAKE BLUE', 'CHILDS GARDEN RAKE PINK', 'CHILDS GARDEN SPADE BLUE', 'CHILDS GARDEN SPADE PINK', 'COWBOYS AND INDIANS BIRTHDAY CARD ', 'DOLLY GIRL BABY GIFT SET', 'DOLLY GIRL LUNCH BOX', 'ELEPHANT, BIRTHDAY CARD, ', 'JUMBO BAG SPACEBOY DESIGN', 'LUNCH BAG WOODLAND', 'RED RETROSPOT WRAP ', 'RING OF ROSES BIRTHDAY CARD', 'TEA PARTY BIRTHDAY CARD', 'WATERING CAN BLUE ELEPHANT', 'WATERING CAN PINK BUNNY', 'WRAP CAROUSEL', 'Segment_Consumer', 'Region_Southeast']"
549582,"['REGENCY CAKESTAND 3 TIER', 'Segment_Corporate', 'Region_Southeast']"
550145,"['ALARM CLOCK BAKELIKE CHOCOLATE', 'ALARM CLOCK BAKELIKE ORANGE', 'ALARM CLOCK BAKELIKE PINK', 'ALARM CLOCK BAKELIKE RED ', 'BLACKBLUE POLKADOT UMBRELLA', 'DOORMAT WELCOME TO OUR HOME', 'EASTER TIN BUNNY BOUQUET', 'FRENCH ENAMEL WATER BASIN', 'GIRAFFE WOODEN RULER', 'JAM JAR WITH GREEN LID', 'JAM JAR WITH PINK LID', 'JUMBO BAG DOLLY GIRL DESIGN', 'JUMBO BAG SPACEBOY DESIGN', 'LUNCH BAG DOLLY GIRL DESIGN', 'LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG WOODLAND', 'MINI PAINT SET VINTAGE ', 'PLASTERS IN TIN CIRCUS PARADE ', 'PLASTERS IN TIN SPACEBOY', 'PLASTERS IN TIN WOODLAND ANIMALS', 'RECYCLED ACAPULCO MAT LAVENDER', 'RECYCLED ACAPULCO MAT PINK', 'RECYCLED ACAPULCO MAT RED', 'RECYCLED ACAPULCO MAT TURQUOISE', 'RED RETROSPOT TAPE', 'REGENCY CAKESTAND 3 TIER', 'REVOLVER WOODEN RULER ', 'ROUND SNACK BOXES SET OF4 WOODLAND ', 'SMALL RED RETROSPOT WINDMILL', 'SPACEBOY LUNCH BOX ', 'Segment_Consumer', 'Region_Southeast']"
550313,"['4 TRADITIONAL SPINNING TOPS', 'BLUE POLKADOT CUP', 'CIRCUS PARADE CHILDRENS EGG CUP ', 'DOORMAT RESPECTABLE HOUSE', 'DOORMAT UNION FLAG', 'ENAMEL FLOWER JUG CREAM', 'ICE CREAM SUNDAE LIP GLOSS', 'KNICKERBOCKERGLORY MAGNET ASSORTED ', 'LOVELY BONBON STICKER SHEET', 'OFFICE MUG WARMER POLKADOT', 'PLASTERS IN TIN CIRCUS PARADE ', 'POLKADOT RAIN HAT ', 'RAINY LADIES BIRTHDAY CARD', 'RED RETROSPOT CUP', 'RED TOADSTOOL LED NIGHT LIGHT', 'REVOLVER WOODEN RULER ', 'ROBOT BIRTHDAY CARD', 'ROUND SNACK BOXES SET OF4 WOODLAND ', 'SET OF 2 TEA TOWELS APPLE AND PEARS', 'SET OF 5 LUCKY CAT MAGNETS ', 'SET OF 5 PANCAKE DAY MAGNETS', 'TEA PARTY BIRTHDAY CARD', 'TRAVEL SEWING KIT', 'WOODLAND CHARLOTTE BAG', 'WOODLAND DESIGN  COTTON TOTE BAG', 'WORLD WAR 2 GLIDERS ASSTD DESIGNS', 'Segment_Corporate', 'Region_Southeast']"
550338,"['BLACKBLUE POLKADOT UMBRELLA', 'JUMBO BAG RED RETROSPOT', 'RECYCLED ACAPULCO MAT BLUE', 'RED RETROSPOT PICNIC BAG', 'Segment_Corporate', 'Region_Northeast']"
550365,"['MAGNETS PACK OF 4 SWALLOWS', 'Segment_Consumer', 'Region_Northeast']"
550661,"['AIRLINE BAG VINTAGE JET SET RED', 'AIRLINE BAG VINTAGE JET SET WHITE', 'AIRLINE BAG VINTAGE TOKYO 78', 'CHERRY BLOSSOM  DECORATIVE FLASK', 'CHERRY BLOSSOM DECORATIVE FLASK', 'DOLLY GIRL LUNCH BOX', 'LUNCH BAG DOLLY GIRL DESIGN', 'LUNCH BAG PINK POLKADOT', 'LUNCH BAG RED RETROSPOT', 'LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG WOODLAND', 'RECYCLED ACAPULCO MAT PINK', 'RECYCLED ACAPULCO MAT TURQUOISE', 'RED RETROSPOT PICNIC BAG', 'ROUND SNACK BOXES SET OF4 WOODLAND ', 'SET 2 PANTRY DESIGN TEA TOWELS', 'SPACEBOY LUNCH BOX ', 'Segment_Consumer', 'Region_Northeast']"
550821,"['BAKING MOULD EASTER EGG MILK CHOC', 'BAKING MOULD EASTER EGG WHITE CHOC', 'GLASS  BEURRE DISH', 'GREEN GIANT GARDEN THERMOMETER', 'IVORY GIANT GARDEN THERMOMETER', 'JAM JAR WITH GREEN LID', 'JAM JAR WITH PINK LID', 'JAM MAKING SET WITH JARS', 'PACK OF 20 NAPKINS PANTRY DESIGN', 'PANTRY ROLLING PIN', 'PAPER BUNTING RETROSPOT', 'ROUND CAKE TIN VINTAGE GREEN', 'ROUND CAKE TIN VINTAGE RED', 'ROUND SNACK BOXES SET OF 4 FRUITS ', 'SET 2 PANTRY DESIGN TEA TOWELS', 'SET OF 20 KIDS COOKIE CUTTERS', 'SET OF 3 HEART COOKIE CUTTERS', 'SET OF 36 PAISLEY FLOWER DOILIES', 'SET OF 36 TEATIME PAPER DOILIES', 'SET OF 4 NAPKIN CHARMS CUTLERY', 'SET OF 6 SPICE TINS PANTRY DESIGN', 'SET OF 72 PINK HEART PAPER DOILIES', 'WATERING CAN PINK BUNNY', 'Segment_Consumer', 'Region_Northeast']"
550827,"[' SET 2 TEA TOWELS I LOVE LONDON ', 'CIRCUS PARADE LUNCH BOX ', 'COFFEE MUG APPLES DESIGN', 'FELT TOADSTOOL  SMALL', 'FELT TOADSTOOL LARGE', 'LUNCH BAG APPLE DESIGN', 'LUNCH BAG RED RETROSPOT', 'LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BOX I LOVE LONDON', 'LUNCH BOX WITH CUTLERY RETROSPOT ', 'PLASTERS IN TIN CIRCUS PARADE ', 'PLASTERS IN TIN SPACEBOY', 'POLKADOT PEN', 'RED RETROSPOT CHILDRENS UMBRELLA', 'RED RETROSPOT MINI CASES', 'RED RETROSPOT PICNIC BAG', 'RED RETROSPOT UMBRELLA', 'SET OF 2 TEA TOWELS APPLE AND PEARS', 'SET2 RED RETROSPOT TEA TOWELS ', 'SPACEBOY LUNCH BOX ', 'STRAWBERRY LUNCH BOX WITH CUTLERY', 'Segment_Corporate', 'Region_Southeast']"
551163,"['ASSORTED COLOUR BIRD ORNAMENT', 'CAST IRON HOOK GARDEN TROWEL', 'CHILDRENS DOLLY GIRL MUG', 'CHILDRENS SPACEBOY MUG', 'CIRCUS PARADE CHILDRENS EGG CUP ', 'DOLLY GIRL CHILDRENS EGG CUP', 'ELEPHANT, BIRTHDAY CARD, ', 'FRIDGE MAGNETS LA VIE EN ROSE', 'HANGING SPRING FLOWER EGG SMALL', 'IVORY HANGING DECORATION  HEART', 'KINGS CHOICE TEA CADDY ', 'LARGE RED RETROSPOT WINDMILL', 'MAGNETS PACK OF 4 VINTAGE LABELS ', 'PAPER CHAIN KIT RETROSPOT', 'PARTY BUNTING', 'PICNIC BASKET WICKER LARGE', 'PSYCHEDELIC TILE HOOK', 'RED RETROSPOT SUGAR JAM BOWL', 'SMALL SILVER TRELLIS CANDLEPOT', 'SPACEBOY CHILDRENS EGG CUP', 'TRAVEL CARD WALLET VINTAGE ROSE ', 'TRAVEL CARD WALLET VINTAGE TICKET', 'WAKE UP COCKEREL TILE HOOK', 'WATERING CAN BLUE ELEPHANT', 'WHITE HANGING HEART TLIGHT HOLDER', 'WHITE LOVEBIRD LANTERN', 'Segment_Consumer', 'Region_Southeast']"
551333,"['BIRDS MOBILE VINTAGE DESIGN', 'Segment_Corporate', 'Region_Northeast']"
551389,"['GROW A FLYTRAP OR SUNFLOWER IN TIN', 'PACK OF 72 RETROSPOT CAKE CASES', 'PAPER BUNTING RETROSPOT', 'PINK LOVE HEART SHAPE CUP', 'RED LOVE HEART SHAPE CUP', 'REGENCY CAKESTAND 3 TIER', 'SET6 RED SPOTTY PAPER CUPS', 'Segment_Consumer', 'Region_Southeast']"
551539,"['BIG DOUGHNUT FRIDGE MAGNETS', 'CHARLOTTE BAG APPLES DESIGN', 'CHARLOTTE BAG DOLLY GIRL DESIGN', 'CHILDRENS CUTLERY CIRCUS PARADE', 'CHILDRENS CUTLERY DOLLY GIRL ', 'CHILDRENS CUTLERY POLKADOT PINK', 'CHILDRENS CUTLERY SPACEBOY ', 'CHILDRENS DOLLY GIRL MUG', 'CHILDRENS SPACEBOY MUG', 'COFFEE MUG APPLES DESIGN', 'DOUGHNUT LIP GLOSS ', 'ICE CREAM PEN LIP GLOSS ', 'ICE CREAM SUNDAE LIP GLOSS', 'KNICKERBOCKERGLORY MAGNET ASSORTED ', 'RED RETROSPOT CHARLOTTE BAG', 'SET OF 5 LUCKY CAT MAGNETS ', 'SNOWSTORM PHOTO FRAME FRIDGE MAGNET', 'STRAWBERRY CHARLOTTE BAG', 'STRAWBERRY LUNCH BOX WITH CUTLERY', 'WOODLAND CHARLOTTE BAG', 'Segment_Corporate', 'Region_Southeast']"
551544,"['BLACK KITCHEN SCALES', 'BLUE PARTY BAGS ', 'HOMEMADE JAM SCENTED CANDLES', 'ICE CREAM SUNDAE LIP GLOSS', 'JAM MAKING SET WITH JARS', 'JUNGLE POPSICLES ICE LOLLY MOULDS', 'LUNCH BAG APPLE DESIGN', 'LUNCH BAG DOLLY GIRL DESIGN', 'LUNCH BOX WITH CUTLERY RETROSPOT ', 'PANTRY ROLLING PIN', 'PAPER BUNTING RETROSPOT', 'PINK PARTY BAGS', 'ROUND SNACK BOXES SET OF 4 FRUITS ', 'SET OF 4 PANTRY JELLY MOULDS', 'SET OF 5 MINI GROCERY MAGNETS', 'SET OF 5 PANCAKE DAY MAGNETS', 'SET20 RED RETROSPOT PAPER NAPKINS ', 'SET6 POSIES PAPER PLATES', 'SET6 RED SPOTTY PAPER CUPS', 'SET6 RED SPOTTY PAPER PLATES', 'Segment_Corporate', 'Region_Southeast']"
551545,"['CHILDRENS CUTLERY POLKADOT BLUE', 'Segment_Consumer', 'Region_Northeast']"
551649,"['SMALL RED RETROSPOT WINDMILL', 'SMALL SKULL WINDMILL', 'WOODEN HAPPY BIRTHDAY GARLAND', 'Segment_Consumer', 'Region_Southeast']"
551652,"['PACK OF 72 RETROSPOT CAKE CASES', 'PACK OF 72 SKULL CAKE CASES', 'PAPER BUNTING RETROSPOT', 'PAPER CHAIN KIT RETROSPOT', 'Segment_Consumer', 'Region_Northeast']"
551887,"['DOLLY GIRL LUNCH BOX', 'ICE CREAM DESIGN GARDEN PARASOL', 'LUNCH BAG DOLLY GIRL DESIGN', 'LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG WOODLAND', 'LUNCH BOX I LOVE LONDON', 'RED TOADSTOOL LED NIGHT LIGHT', 'SPACEBOY LUNCH BOX ', 'TOY TIDY DOLLY GIRL DESIGN', 'TOY TIDY SPACEBOY  ', 'Segment_Corporate', 'Region_Northeast']"
552315,"['10 COLOUR SPACEBOY PEN', '60 CAKE CASES DOLLY GIRL DESIGN', '72 SWEETHEART FAIRY CAKE CASES', 'ABC TREASURE BOOK BOX ', 'ASSORTED COLOUR BIRD ORNAMENT', 'BIG DOUGHNUT FRIDGE MAGNETS', 'CARD DOLLY GIRL ', 'CARD GINGHAM ROSE ', 'CERAMIC STRAWBERRY CAKE MONEY BANK', 'CHARLOTTE BAG APPLES DESIGN', 'CHARLOTTE BAG DOLLY GIRL DESIGN', 'CHILDRENS CUTLERY DOLLY GIRL ', 'CHILDRENS CUTLERY POLKADOT PINK', 'CHILDRENS CUTLERY SPACEBOY ', 'CHOCOLATE BOX RIBBONS ', 'CIRCUS PARADE CHILDRENS EGG CUP ', 'DOLLY GIRL LUNCH BOX', 'DOUGHNUT LIP GLOSS ', 'GROW A FLYTRAP OR SUNFLOWER IN TIN', 'GYMKHANA TREASURE BOOK BOX', 'ICE CREAM PEN LIP GLOSS ', 'ICE CREAM SUNDAE LIP GLOSS', 'JUMBO  BAG BAROQUE BLACK WHITE', 'JUMBO BAG APPLES', 'LARGE DECO JEWELLERY STAND', 'LUNCH BAG APPLE DESIGN', 'LUNCH BAG DOLLY GIRL DESIGN', 'LUNCH BAG VINTAGE LEAF DESIGN', 'LUNCH BAG WOODLAND', 'PACK OF 60 MUSHROOM CAKE CASES', 'PACK OF 60 SPACEBOY CAKE CASES', 'PACK OF 72 RETROSPOT CAKE CASES', 'PAPERWEIGHT CHILDHOOD MEMORIES', 'PAPERWEIGHT VINTAGE COLLAGE', 'PENNY FARTHING BIRTHDAY CARD', 'PIGGY BANK RETROSPOT ', 'PINK LOVE BIRD CANDLE', 'PLASTERS IN TIN CIRCUS PARADE ', 'PLASTERS IN TIN SPACEBOY', 'PLASTERS IN TIN STRONGMAN', 'PLASTERS IN TIN WOODLAND ANIMALS', 'QUEENS GUARD COFFEE MUG', 'RAINY LADIES BIRTHDAY CARD', 'REGENCY CAKESTAND 3 TIER', 'RING OF ROSES BIRTHDAY CARD', 'ROBOT BIRTHDAY CARD', 'ROMANTIC PINKS RIBBONS ', 'ROSES REGENCY TEACUP AND SAUCER ', 'SET OF 6 STRAWBERRY CHOPSTICKS', 'SET4 BADGES BALLOON GIRL', 'SKULLS  WATER TRANSFER TATTOOS ', 'SLEEPING CAT ERASERS', 'SMALL DECO JEWELLERY STAND', 'SPACEBOY BIRTHDAY CARD', 'SPACEBOY CHILDRENS EGG CUP', 'SPACEBOY LUNCH BOX ', 'STRAWBERRY LUNCH BOX WITH CUTLERY', 'TEA PARTY BIRTHDAY CARD', 'TEATIME ROUND PENCIL SHARPENER ', 'URBAN BLACK RIBBONS ', 'VINTAGE KID DOLLY CARD ', 'Segment_Corporate', 'Region_Northeast']"
552325,"['CHARLOTTE BAG APPLES DESIGN', 'COFFEE MUG APPLES DESIGN', 'COFFEE MUG PEARS  DESIGN', 'JUMBO BAG APPLES', 'JUMBO BAG PINK POLKADOT', 'JUMBO BAG RED RETROSPOT', 'JUMBO BAG WOODLAND ANIMALS', 'LUNCH BAG APPLE DESIGN', 'LUNCH BAG RED RETROSPOT', 'PAPER BUNTING RETROSPOT', 'PINK  POLKADOT CUP', 'RECYCLING BAG RETROSPOT ', 'RED RETROSPOT CHARLOTTE BAG', 'RED RETROSPOT CUP', 'SET OF 2 TEA TOWELS APPLE AND PEARS', 'STRAWBERRY LUNCH BOX WITH CUTLERY', 'Segment_Corporate', 'Region_Northeast']"
552335,"['BLACK KITCHEN SCALES', 'Segment_Consumer', 'Region_Northeast']"
